treatment	id	game	period	choice	other_choice	session
Tournament	9	26	3	d	c	comp_1
Tournament	9	26	4	c	c	comp_1
Tournament	9	27	1	d	d	comp_1
Tournament	9	28	1	c	c	comp_1
Tournament	9	28	2	d	c	comp_1
Tournament	9	28	3	c	c	comp_1
Tournament	9	28	4	d	c	comp_1
Tournament	9	28	5	d	d	comp_1
Tournament	9	28	6	d	c	comp_1
Tournament	9	29	1	d	c	comp_1
Tournament	10	20	1	c	c	comp_1
Tournament	10	21	1	c	c	comp_1
Tournament	10	22	1	c	d	comp_1
Tournament	10	23	1	c	c	comp_1
Tournament	10	23	2	c	c	comp_1
Tournament	10	23	3	c	c	comp_1
Tournament	10	23	4	c	c	comp_1
Tournament	10	23	5	d	c	comp_1
Tournament	10	23	6	c	c	comp_1
Tournament	10	23	7	c	d	comp_1
Tournament	10	23	8	c	d	comp_1
Tournament	10	24	1	c	d	comp_1
Tournament	10	24	2	c	c	comp_1
Tournament	10	24	3	d	c	comp_1
Tournament	10	24	4	d	c	comp_1
Tournament	10	24	5	c	c	comp_1
Tournament	10	24	6	c	c	comp_1
Tournament	10	25	1	d	d	comp_1
Tournament	10	26	1	c	c	comp_1
Tournament	10	26	2	c	c	comp_1
Tournament	10	26	3	c	c	comp_1
Tournament	10	26	4	c	c	comp_1
Tournament	10	27	1	c	c	comp_1
Tournament	10	28	1	c	c	comp_1
Tournament	10	28	2	c	d	comp_1
Tournament	10	28	3	c	c	comp_1
Tournament	10	28	4	c	d	comp_1
Tournament	10	28	5	d	d	comp_1
Tournament	10	28	6	c	d	comp_1
Tournament	10	29	1	c	c	comp_1
Tournament	11	20	1	c	c	comp_1
Tournament	11	21	1	c	d	comp_1
Tournament	11	22	1	c	d	comp_1
Tournament	11	23	1	c	c	comp_1
Tournament	11	23	2	c	c	comp_1
Tournament	11	23	3	d	c	comp_1
Tournament	11	23	4	d	d	comp_1
Tournament	11	23	5	d	d	comp_1
Tournament	11	23	6	d	d	comp_1
Tournament	11	23	7	d	d	comp_1
Tournament	11	23	8	d	d	comp_1
Tournament	11	24	1	c	c	comp_1
Tournament	11	24	2	c	c	comp_1
Tournament	11	24	3	d	c	comp_1
Tournament	11	24	4	d	d	comp_1
Tournament	11	24	5	d	d	comp_1
Tournament	11	24	6	d	d	comp_1
Tournament	11	25	1	c	d	comp_1
Tournament	11	26	1	c	c	comp_1
Tournament	11	26	2	c	c	comp_1
Tournament	11	26	3	d	c	comp_1
Tournament	11	26	4	d	d	comp_1
Tournament	11	27	1	c	c	comp_1
Tournament	11	28	1	c	d	comp_1
Tournament	11	28	2	c	c	comp_1
Tournament	11	28	3	d	c	comp_1
Tournament	11	28	4	d	d	comp_1
Tournament	11	28	5	d	d	comp_1
Tournament	11	28	6	d	d	comp_1
Tournament	11	29	1	c	d	comp_1
Tournament	12	20	1	d	c	comp_1
Tournament	12	21	1	c	d	comp_1
Tournament	12	22	1	c	c	comp_1
Tournament	12	23	1	c	d	comp_1
Tournament	12	23	2	d	d	comp_1
Tournament	12	23	3	d	d	comp_1
Tournament	12	23	4	d	d	comp_1
Tournament	12	23	5	d	d	comp_1
Tournament	12	23	6	d	d	comp_1
Tournament	12	23	7	d	d	comp_1
Tournament	12	23	8	d	d	comp_1
Tournament	12	24	1	d	c	comp_1
Tournament	12	24	2	c	c	comp_1
Tournament	12	24	3	c	d	comp_1
Tournament	12	24	4	c	d	comp_1
Tournament	12	24	5	c	c	comp_1
Tournament	12	24	6	c	c	comp_1
Tournament	12	25	1	c	c	comp_1
Tournament	12	26	1	c	c	comp_1
Tournament	12	26	2	c	c	comp_1
Tournament	12	26	3	c	d	comp_1
Tournament	12	26	4	c	c	comp_1
Tournament	12	27	1	c	d	comp_1
Tournament	12	28	1	d	c	comp_1
Tournament	12	28	2	c	d	comp_1
Tournament	12	28	3	c	c	comp_1
Tournament	12	28	4	c	c	comp_1
Tournament	12	28	5	c	c	comp_1
Tournament	12	28	6	c	d	comp_1
Tournament	12	29	1	c	c	comp_1
Tournament	13	20	1	c	c	comp_1
Tournament	13	21	1	d	c	comp_1
Tournament	13	22	1	d	c	comp_1
Tournament	13	23	1	d	d	comp_1
Tournament	13	23	2	c	d	comp_1
Tournament	13	23	3	d	c	comp_1
Tournament	13	23	4	c	c	comp_1
Tournament	13	23	5	d	c	comp_1
Tournament	13	23	6	c	d	comp_1
Tournament	13	23	7	d	c	comp_1
Tournament	13	23	8	d	d	comp_1
Tournament	13	24	1	d	d	comp_1
Tournament	13	24	2	d	d	comp_1
Tournament	13	24	3	d	d	comp_1
Tournament	13	24	4	d	d	comp_1
Tournament	13	24	5	d	d	comp_1
Tournament	13	24	6	d	d	comp_1
Tournament	13	25	1	d	d	comp_1
Tournament	13	26	1	d	d	comp_1
Tournament	13	26	2	c	d	comp_1
Tournament	13	26	3	d	d	comp_1
Tournament	13	26	4	d	d	comp_1
Tournament	13	27	1	d	d	comp_1
Tournament	13	28	1	d	c	comp_1
Tournament	13	28	2	c	c	comp_1
Tournament	13	28	3	c	d	comp_1
Tournament	13	28	4	d	d	comp_1
Tournament	13	28	5	d	d	comp_1
Tournament	13	28	6	d	d	comp_1
Tournament	13	29	1	d	c	comp_1
Tournament	14	20	1	c	c	comp_1
Tournament	14	21	1	c	d	comp_1
Tournament	14	22	1	c	c	comp_1
Tournament	14	23	1	c	c	comp_1
Tournament	14	23	2	c	c	comp_1
Tournament	14	23	3	c	d	comp_1
Tournament	14	23	4	d	d	comp_1
Tournament	14	23	5	d	d	comp_1
Tournament	14	23	6	d	d	comp_1
Tournament	14	23	7	d	d	comp_1
Tournament	14	23	8	d	d	comp_1
Tournament	14	24	1	c	c	comp_1
Tournament	14	24	2	c	c	comp_1
Tournament	14	24	3	c	d	comp_1
Tournament	14	24	4	d	d	comp_1
Tournament	14	24	5	d	d	comp_1
Tournament	14	24	6	d	d	comp_1
Tournament	14	25	1	c	c	comp_1
Tournament	14	26	1	c	c	comp_1
Tournament	14	26	2	c	c	comp_1
Tournament	14	26	3	c	c	comp_1
Tournament	14	26	4	c	c	comp_1
Tournament	14	27	1	c	c	comp_1
Tournament	14	28	1	c	d	comp_1
Tournament	14	28	2	d	c	comp_1
Tournament	14	28	3	c	c	comp_1
Tournament	14	28	4	c	d	comp_1
Tournament	14	28	5	d	d	comp_1
Tournament	14	28	6	d	d	comp_1
Tournament	14	29	1	c	d	comp_1
Tournament	15	20	1	d	d	comp_1
Tournament	15	21	1	d	c	comp_1
Tournament	15	22	1	d	c	comp_1
Tournament	15	23	1	d	d	comp_1
Tournament	15	23	2	d	d	comp_1
Tournament	15	23	3	d	c	comp_1
Tournament	15	23	4	c	c	comp_1
Tournament	15	23	5	d	c	comp_1
Tournament	15	23	6	d	d	comp_1
Tournament	15	23	7	c	d	comp_1
Tournament	15	23	8	d	d	comp_1
Tournament	15	24	1	d	c	comp_1
Tournament	15	24	2	c	d	comp_1
Tournament	15	24	3	d	c	comp_1
Tournament	15	24	4	c	d	comp_1
Tournament	15	24	5	d	c	comp_1
Tournament	15	24	6	c	d	comp_1
Tournament	15	25	1	d	c	comp_1
Tournament	15	26	1	d	c	comp_1
Tournament	15	26	2	c	d	comp_1
Tournament	15	26	3	d	c	comp_1
Tournament	15	26	4	c	d	comp_1
Tournament	15	27	1	d	d	comp_1
Tournament	15	28	1	d	c	comp_1
Tournament	15	28	2	c	c	comp_1
Tournament	15	28	3	d	c	comp_1
Tournament	15	28	4	d	c	comp_1
Tournament	15	28	5	d	d	comp_1
Tournament	15	28	6	c	d	comp_1
Tournament	15	29	1	d	c	comp_1
Tournament	16	20	1	d	d	comp_1
Tournament	16	21	1	d	c	comp_1
Tournament	16	22	1	d	c	comp_1
Tournament	16	23	1	d	d	comp_1
Tournament	16	23	2	d	c	comp_1
Tournament	16	23	3	c	d	comp_1
Tournament	16	23	4	c	c	comp_1
Tournament	16	23	5	c	d	comp_1
Tournament	16	23	6	d	c	comp_1
Tournament	16	23	7	c	d	comp_1
Tournament	16	23	8	d	d	comp_1
Tournament	16	24	1	d	c	comp_1
Tournament	16	24	2	c	d	comp_1
Tournament	16	24	3	c	d	comp_1
Tournament	16	24	4	d	d	comp_1
Tournament	16	24	5	d	d	comp_1
Tournament	16	24	6	d	d	comp_1
Tournament	16	25	1	d	c	comp_1
Tournament	16	26	1	c	d	comp_1
Tournament	16	26	2	d	c	comp_1
Tournament	16	26	3	c	d	comp_1
Tournament	16	26	4	d	c	comp_1
Tournament	16	27	1	c	c	comp_1
Tournament	16	28	1	d	c	comp_1
Tournament	16	28	2	c	d	comp_1
Tournament	16	28	3	c	d	comp_1
Tournament	16	28	4	d	d	comp_1
Tournament	16	28	5	d	d	comp_1
Tournament	16	28	6	d	d	comp_1
Tournament	16	29	1	c	c	comp_1
Tournament	17	12	1	c	c	comp_2
Tournament	17	12	2	d	c	comp_2
Tournament	17	12	3	c	c	comp_2
Tournament	17	12	4	d	c	comp_2
Tournament	17	12	5	c	d	comp_2
Tournament	17	13	1	c	d	comp_2
Tournament	17	13	2	c	d	comp_2
Tournament	17	13	3	d	d	comp_2
Tournament	17	13	4	d	d	comp_2
Tournament	17	13	5	d	d	comp_2
Tournament	17	13	6	d	d	comp_2
Tournament	17	13	7	d	d	comp_2
Tournament	17	13	8	d	d	comp_2
Tournament	17	13	9	d	d	comp_2
Tournament	17	13	10	d	d	comp_2
Tournament	17	13	11	d	d	comp_2
Tournament	17	13	12	d	d	comp_2
Tournament	17	13	13	d	d	comp_2
Tournament	17	13	14	d	d	comp_2
Tournament	17	13	15	d	d	comp_2
Tournament	17	14	1	c	d	comp_2
Tournament	17	14	2	c	d	comp_2
Tournament	17	14	3	c	d	comp_2
Tournament	17	14	4	d	d	comp_2
Tournament	17	14	5	d	d	comp_2
Tournament	18	12	1	c	c	comp_2
Tournament	18	12	2	c	c	comp_2
Tournament	18	12	3	c	c	comp_2
Tournament	18	12	4	c	c	comp_2
Tournament	18	12	5	c	c	comp_2
Tournament	18	13	1	c	d	comp_2
Tournament	18	13	2	d	d	comp_2
Tournament	18	13	3	d	d	comp_2
Tournament	18	13	4	d	d	comp_2
Tournament	18	13	5	d	d	comp_2
Tournament	18	13	6	d	d	comp_2
Tournament	18	13	7	d	d	comp_2
Tournament	18	13	8	d	d	comp_2
Tournament	18	13	9	d	d	comp_2
Tournament	18	13	10	d	d	comp_2
Tournament	18	13	11	d	d	comp_2
Tournament	18	13	12	d	d	comp_2
Tournament	18	13	13	d	d	comp_2
Tournament	18	13	14	d	d	comp_2
Tournament	18	13	15	d	d	comp_2
Tournament	18	14	1	c	c	comp_2
Tournament	18	14	2	c	c	comp_2
Tournament	18	14	3	c	c	comp_2
Tournament	18	14	4	c	c	comp_2
Tournament	18	14	5	c	c	comp_2
Tournament	19	12	1	c	d	comp_2
Tournament	19	12	2	c	d	comp_2
Tournament	19	12	3	c	d	comp_2
Tournament	19	12	4	d	d	comp_2
Tournament	19	12	5	c	d	comp_2
Tournament	19	13	1	d	d	comp_2
Tournament	19	13	2	d	d	comp_2
Tournament	19	13	3	d	c	comp_2
Tournament	19	13	4	d	d	comp_2
Tournament	19	13	5	d	d	comp_2
Tournament	19	13	6	d	d	comp_2
Tournament	19	13	7	d	d	comp_2
Tournament	19	13	8	d	d	comp_2
Tournament	19	13	9	d	d	comp_2
Tournament	19	13	10	d	d	comp_2
Tournament	19	13	11	d	d	comp_2
Tournament	19	13	12	d	d	comp_2
Tournament	19	13	13	d	d	comp_2
Tournament	19	13	14	d	d	comp_2
Tournament	19	13	15	d	c	comp_2
Tournament	19	14	1	d	d	comp_2
Tournament	19	14	2	d	d	comp_2
Tournament	19	14	3	c	d	comp_2
Tournament	19	14	4	d	c	comp_2
Tournament	19	14	5	d	c	comp_2
Tournament	20	12	1	d	c	comp_2
Tournament	20	12	2	d	c	comp_2
Tournament	20	12	3	d	d	comp_2
Tournament	20	12	4	c	d	comp_2
Tournament	20	12	5	d	d	comp_2
Tournament	20	13	1	d	d	comp_2
Tournament	20	13	2	d	d	comp_2
Tournament	20	13	3	c	d	comp_2
Tournament	20	13	4	d	d	comp_2
Tournament	20	13	5	d	d	comp_2
Tournament	20	13	6	d	d	comp_2
Tournament	20	13	7	d	d	comp_2
Tournament	20	13	8	d	d	comp_2
Tournament	20	13	9	d	d	comp_2
Tournament	20	13	10	d	d	comp_2
Tournament	20	13	11	d	d	comp_2
Tournament	20	13	12	d	d	comp_2
Tournament	20	13	13	d	d	comp_2
Tournament	20	13	14	d	d	comp_2
Tournament	20	13	15	c	d	comp_2
Tournament	20	14	1	d	c	comp_2
Tournament	20	14	2	d	d	comp_2
Tournament	20	14	3	c	d	comp_2
Tournament	20	14	4	d	c	comp_2
Tournament	20	14	5	d	d	comp_2
Tournament	21	12	1	d	d	comp_2
Tournament	21	12	2	d	d	comp_2
Tournament	21	12	3	d	d	comp_2
Tournament	21	12	4	d	d	comp_2
Tournament	21	12	5	d	d	comp_2
Tournament	21	13	1	d	c	comp_2
Tournament	21	13	2	d	d	comp_2
Tournament	21	13	3	d	d	comp_2
Tournament	21	13	4	d	d	comp_2
Tournament	21	13	5	d	d	comp_2
Tournament	21	13	6	d	d	comp_2
Tournament	21	13	7	d	d	comp_2
Tournament	21	13	8	d	d	comp_2
Tournament	21	13	9	d	d	comp_2
Tournament	21	13	10	d	d	comp_2
Tournament	21	13	11	d	d	comp_2
Tournament	21	13	12	d	d	comp_2
Tournament	21	13	13	d	d	comp_2
Tournament	21	13	14	d	d	comp_2
Tournament	21	13	15	d	d	comp_2
Tournament	21	14	1	d	c	comp_2
Tournament	21	14	2	d	c	comp_2
Tournament	21	14	3	d	c	comp_2
Tournament	21	14	4	d	d	comp_2
Tournament	21	14	5	d	d	comp_2
Tournament	22	12	1	d	d	comp_2
Tournament	22	12	2	d	d	comp_2
Tournament	22	12	3	d	d	comp_2
Tournament	22	12	4	d	d	comp_2
Tournament	22	12	5	d	d	comp_2
Tournament	22	13	1	d	d	comp_2
Tournament	22	13	2	d	d	comp_2
Tournament	22	13	3	d	d	comp_2
Tournament	22	13	4	d	d	comp_2
Tournament	22	13	5	d	d	comp_2
Tournament	22	13	6	d	d	comp_2
Tournament	22	13	7	d	d	comp_2
Tournament	22	13	8	d	d	comp_2
Tournament	22	13	9	d	d	comp_2
Tournament	22	13	10	d	d	comp_2
Tournament	22	13	11	d	d	comp_2
Tournament	22	13	12	d	d	comp_2
Tournament	22	13	13	d	d	comp_2
Tournament	22	13	14	d	d	comp_2
Tournament	22	13	15	d	d	comp_2
Tournament	22	14	1	d	c	comp_2
Tournament	22	14	2	c	c	comp_2
Tournament	22	14	3	c	c	comp_2
Tournament	22	14	4	c	c	comp_2
Tournament	22	14	5	d	c	comp_2
Tournament	23	12	1	d	d	comp_2
Tournament	23	12	2	d	d	comp_2
Tournament	23	12	3	d	d	comp_2
Tournament	23	12	4	d	d	comp_2
Tournament	23	12	5	d	d	comp_2
Tournament	23	13	1	d	d	comp_2
Tournament	23	13	2	d	d	comp_2
Tournament	23	13	3	d	d	comp_2
Tournament	23	13	4	d	d	comp_2
Tournament	23	13	5	d	d	comp_2
Tournament	23	13	6	d	d	comp_2
Tournament	23	13	7	d	d	comp_2
Tournament	23	13	8	d	d	comp_2
Tournament	23	13	9	d	d	comp_2
Tournament	23	13	10	d	d	comp_2
Tournament	23	13	11	d	d	comp_2
Tournament	23	13	12	d	d	comp_2
Tournament	23	13	13	d	d	comp_2
Tournament	23	13	14	d	d	comp_2
Tournament	23	13	15	d	d	comp_2
Tournament	23	14	1	d	d	comp_2
Tournament	23	14	2	d	d	comp_2
Tournament	23	14	3	d	c	comp_2
Tournament	23	14	4	c	d	comp_2
Tournament	23	14	5	c	d	comp_2
Tournament	24	12	1	c	d	comp_2
Tournament	24	12	2	c	d	comp_2
Tournament	24	12	3	d	d	comp_2
Tournament	24	12	4	d	c	comp_2
Tournament	24	12	5	d	d	comp_2
Tournament	24	13	1	c	c	comp_2
Tournament	24	13	2	c	c	comp_2
Tournament	24	13	3	c	c	comp_2
Tournament	24	13	4	c	c	comp_2
Tournament	24	13	5	c	c	comp_2
Tournament	24	13	6	c	c	comp_2
Tournament	24	13	7	c	c	comp_2
Tournament	24	13	8	c	c	comp_2
Tournament	24	13	9	c	c	comp_2
Tournament	24	13	10	c	c	comp_2
Tournament	24	13	11	c	c	comp_2
Tournament	24	13	12	c	c	comp_2
Tournament	24	13	13	c	c	comp_2
Tournament	24	13	14	c	c	comp_2
Tournament	24	13	15	c	c	comp_2
Tournament	24	14	1	c	d	comp_2
Tournament	24	14	2	c	c	comp_2
Tournament	24	14	3	c	c	comp_2
Tournament	24	14	4	c	c	comp_2
Tournament	24	14	5	c	c	comp_2
Tournament	25	12	1	c	c	comp_2
Tournament	25	12	2	c	d	comp_2
Tournament	25	12	3	c	c	comp_2
Tournament	25	12	4	c	d	comp_2
Tournament	25	12	5	d	c	comp_2
Tournament	25	13	1	c	c	comp_2
Tournament	25	13	2	c	c	comp_2
Tournament	25	13	3	c	c	comp_2
Tournament	25	13	4	c	c	comp_2
Tournament	25	13	5	c	c	comp_2
Tournament	25	13	6	c	c	comp_2
Tournament	25	13	7	c	c	comp_2
Tournament	25	13	8	c	c	comp_2
Tournament	25	13	9	c	c	comp_2
Tournament	25	13	10	c	c	comp_2
Tournament	25	13	11	c	c	comp_2
Tournament	25	13	12	c	c	comp_2
Tournament	25	13	13	c	c	comp_2
Tournament	25	13	14	c	c	comp_2
Tournament	25	13	15	c	c	comp_2
Tournament	25	14	1	c	d	comp_2
Tournament	25	14	2	d	d	comp_2
Tournament	25	14	3	d	c	comp_2
Tournament	25	14	4	c	d	comp_2
Tournament	25	14	5	d	d	comp_2
Tournament	26	12	1	d	d	comp_2
Tournament	26	12	2	d	d	comp_2
Tournament	26	12	3	d	d	comp_2
Tournament	26	12	4	d	d	comp_2
Tournament	26	12	5	d	d	comp_2
Tournament	26	13	1	d	c	comp_2
Tournament	26	13	2	d	d	comp_2
Tournament	26	13	3	d	d	comp_2
Tournament	26	13	4	d	d	comp_2
Tournament	26	13	5	d	d	comp_2
Tournament	26	13	6	d	d	comp_2
Tournament	26	13	7	d	d	comp_2
Tournament	26	13	8	d	d	comp_2
Tournament	26	13	9	d	d	comp_2
Tournament	26	13	10	d	d	comp_2
Tournament	26	13	11	d	d	comp_2
Tournament	26	13	12	d	d	comp_2
Tournament	26	13	13	d	d	comp_2
Tournament	26	13	14	d	d	comp_2
Tournament	26	13	15	d	d	comp_2
Tournament	26	14	1	d	c	comp_2
Tournament	26	14	2	c	c	comp_2
Tournament	26	14	3	c	c	comp_2
Tournament	26	14	4	c	c	comp_2
Tournament	26	14	5	c	c	comp_2
Tournament	27	12	1	d	c	comp_2
Tournament	27	12	2	d	c	comp_2
Tournament	27	12	3	d	c	comp_2
Tournament	27	12	4	d	d	comp_2
Tournament	27	12	5	d	c	comp_2
Tournament	27	13	1	c	c	comp_2
Tournament	27	13	2	c	c	comp_2
Tournament	27	13	3	c	c	comp_2
Tournament	27	13	4	c	c	comp_2
Tournament	27	13	5	c	c	comp_2
Tournament	27	13	6	c	c	comp_2
Tournament	27	13	7	c	c	comp_2
Tournament	27	13	8	c	c	comp_2
Tournament	27	13	9	c	c	comp_2
Tournament	27	13	10	c	c	comp_2
Tournament	27	13	11	c	c	comp_2
Tournament	27	13	12	c	c	comp_2
Tournament	27	13	13	c	c	comp_2
Tournament	27	13	14	c	c	comp_2
Tournament	27	13	15	c	c	comp_2
Tournament	27	14	1	c	c	comp_2
Tournament	27	14	2	c	c	comp_2
Tournament	27	14	3	c	c	comp_2
Tournament	27	14	4	c	c	comp_2
Tournament	27	14	5	c	c	comp_2
Tournament	28	12	1	d	c	comp_2
Tournament	28	12	2	d	c	comp_2
Tournament	28	12	3	c	d	comp_2
Tournament	28	12	4	d	d	comp_2
Tournament	28	12	5	d	d	comp_2
Tournament	28	13	1	d	d	comp_2
Tournament	28	13	2	d	d	comp_2
Tournament	28	13	3	d	d	comp_2
Tournament	28	13	4	d	d	comp_2
Tournament	28	13	5	d	d	comp_2
Tournament	28	13	6	d	d	comp_2
Tournament	28	13	7	d	d	comp_2
Tournament	28	13	8	d	d	comp_2
Tournament	28	13	9	d	d	comp_2
Tournament	28	13	10	d	d	comp_2
Tournament	28	13	11	d	d	comp_2
Tournament	28	13	12	d	d	comp_2
Tournament	28	13	13	d	d	comp_2
Tournament	28	13	14	d	d	comp_2
Tournament	28	13	15	d	d	comp_2
Tournament	28	14	1	c	c	comp_2
Tournament	28	14	2	c	c	comp_2
Tournament	28	14	3	c	c	comp_2
Tournament	28	14	4	c	c	comp_2
Tournament	28	14	5	c	c	comp_2
Tournament	29	12	1	c	c	comp_2
Tournament	29	12	2	c	c	comp_2
Tournament	29	12	3	c	c	comp_2
Tournament	29	12	4	c	c	comp_2
Tournament	29	12	5	c	c	comp_2
Tournament	29	13	1	c	d	comp_2
Tournament	29	13	2	d	d	comp_2
Tournament	29	13	3	d	d	comp_2
Tournament	29	13	4	d	d	comp_2
Tournament	29	13	5	d	d	comp_2
Tournament	29	13	6	d	d	comp_2
Tournament	29	13	7	d	d	comp_2
Tournament	29	13	8	d	d	comp_2
Tournament	29	13	9	d	d	comp_2
Tournament	29	13	10	d	d	comp_2
Tournament	29	13	11	d	d	comp_2
Tournament	29	13	12	d	d	comp_2
Tournament	29	13	13	d	d	comp_2
Tournament	29	13	14	d	d	comp_2
Tournament	29	13	15	d	d	comp_2
Tournament	29	14	1	c	d	comp_2
Tournament	29	14	2	d	d	comp_2
Tournament	29	14	3	c	d	comp_2
Tournament	29	14	4	d	c	comp_2
Tournament	29	14	5	c	d	comp_2
Tournament	30	12	1	d	d	comp_2
Tournament	30	12	2	d	d	comp_2
Tournament	30	12	3	d	d	comp_2
Tournament	30	12	4	d	d	comp_2
Tournament	30	12	5	d	d	comp_2
Tournament	30	13	1	d	d	comp_2
Tournament	30	13	2	d	d	comp_2
Tournament	30	13	3	d	d	comp_2
Tournament	30	13	4	d	d	comp_2
Tournament	30	13	5	d	d	comp_2
Tournament	30	13	6	d	d	comp_2
Tournament	30	13	7	d	d	comp_2
Tournament	30	13	8	d	d	comp_2
Tournament	30	13	9	d	d	comp_2
Tournament	30	13	10	d	d	comp_2
Tournament	30	13	11	d	d	comp_2
Tournament	30	13	12	d	d	comp_2
Tournament	30	13	13	d	d	comp_2
Tournament	30	13	14	d	d	comp_2
Tournament	30	13	15	d	d	comp_2
Tournament	30	14	1	d	c	comp_2
Tournament	30	14	2	d	d	comp_2
Tournament	30	14	3	d	c	comp_2
Tournament	30	14	4	c	d	comp_2
Tournament	30	14	5	d	c	comp_2
Tournament	31	12	1	c	d	comp_2
Tournament	31	12	2	c	d	comp_2
Tournament	31	12	3	d	c	comp_2
Tournament	31	12	4	d	d	comp_2
Tournament	31	12	5	d	d	comp_2
Tournament	31	13	1	c	c	comp_2
Tournament	31	13	2	c	c	comp_2
Tournament	31	13	3	c	c	comp_2
Tournament	31	13	4	c	c	comp_2
Tournament	31	13	5	c	c	comp_2
Tournament	31	13	6	c	c	comp_2
Tournament	31	13	7	c	c	comp_2
Tournament	31	13	8	c	c	comp_2
Tournament	31	13	9	c	c	comp_2
Tournament	31	13	10	c	c	comp_2
Tournament	31	13	11	c	c	comp_2
Tournament	31	13	12	c	c	comp_2
Tournament	31	13	13	c	c	comp_2
Tournament	31	13	14	c	c	comp_2
Tournament	31	13	15	c	c	comp_2
Tournament	31	14	1	c	d	comp_2
Tournament	31	14	2	c	c	comp_2
Tournament	31	14	3	c	c	comp_2
Tournament	31	14	4	c	c	comp_2
Tournament	31	14	5	c	d	comp_2
Tournament	32	12	1	d	d	comp_2
Tournament	32	12	2	d	d	comp_2
Tournament	32	12	3	d	d	comp_2
Tournament	32	12	4	d	d	comp_2
Tournament	32	12	5	d	d	comp_2
Tournament	32	13	1	d	c	comp_2
Tournament	32	13	2	d	c	comp_2
Tournament	32	13	3	d	d	comp_2
Tournament	32	13	4	d	d	comp_2
Tournament	32	13	5	d	d	comp_2
Tournament	32	13	6	d	d	comp_2
Tournament	32	13	7	d	d	comp_2
Tournament	32	13	8	d	d	comp_2
Tournament	32	13	9	d	d	comp_2
Tournament	32	13	10	d	d	comp_2
Tournament	32	13	11	d	d	comp_2
Tournament	32	13	12	d	d	comp_2
Tournament	32	13	13	d	d	comp_2
Tournament	32	13	14	d	d	comp_2
Tournament	32	13	15	d	d	comp_2
Tournament	32	14	1	c	c	comp_2
Tournament	32	14	2	c	c	comp_2
Tournament	32	14	3	c	c	comp_2
Tournament	32	14	4	c	c	comp_2
Tournament	32	14	5	c	c	comp_2
Tournament	33	20	1	c	c	comp_3
Tournament	33	20	2	c	c	comp_3
Tournament	33	21	1	c	c	comp_3
Tournament	33	21	2	c	c	comp_3
Tournament	33	21	3	d	c	comp_3
Tournament	33	21	4	d	c	comp_3
Tournament	33	22	1	c	d	comp_3
Tournament	33	22	2	d	c	comp_3
Tournament	33	22	3	d	d	comp_3
Tournament	33	22	4	d	d	comp_3
Tournament	33	22	5	d	d	comp_3
Tournament	33	22	6	d	d	comp_3
Tournament	33	22	7	d	d	comp_3
Tournament	33	22	8	d	d	comp_3
Tournament	33	22	9	d	d	comp_3
Tournament	33	23	1	c	c	comp_3
Tournament	33	23	2	c	c	comp_3
Tournament	33	23	3	c	c	comp_3
Tournament	33	23	4	d	c	comp_3
Tournament	33	23	5	d	d	comp_3
Tournament	33	23	6	d	d	comp_3
Tournament	33	23	7	d	d	comp_3
Tournament	33	23	8	d	d	comp_3
Tournament	33	23	9	d	d	comp_3
Tournament	33	23	10	d	d	comp_3
Tournament	33	23	11	d	c	comp_3
Tournament	33	23	12	d	d	comp_3
Tournament	34	20	1	c	d	comp_3
Tournament	34	20	2	d	d	comp_3
Tournament	34	21	1	d	c	comp_3
Tournament	34	21	2	c	c	comp_3
Tournament	34	21	3	d	c	comp_3
Tournament	34	21	4	c	d	comp_3
Tournament	34	22	1	d	c	comp_3
Tournament	34	22	2	d	d	comp_3
Tournament	34	22	3	d	d	comp_3
Tournament	34	22	4	c	d	comp_3
Tournament	34	22	5	d	d	comp_3
Tournament	34	22	6	c	d	comp_3
Tournament	34	22	7	d	d	comp_3
Tournament	34	22	8	d	d	comp_3
Tournament	34	22	9	d	d	comp_3
Tournament	34	23	1	d	c	comp_3
Tournament	34	23	2	c	d	comp_3
Tournament	34	23	3	c	d	comp_3
Tournament	34	23	4	d	c	comp_3
Tournament	34	23	5	c	d	comp_3
Tournament	34	23	6	d	c	comp_3
Tournament	34	23	7	c	c	comp_3
Tournament	34	23	8	c	c	comp_3
Tournament	34	23	9	c	c	comp_3
Tournament	34	23	10	c	c	comp_3
Tournament	34	23	11	c	c	comp_3
Tournament	34	23	12	c	c	comp_3
Tournament	35	20	1	c	c	comp_3
Tournament	35	20	2	c	c	comp_3
Tournament	35	21	1	c	d	comp_3
Tournament	35	21	2	c	c	comp_3
Tournament	35	21	3	c	d	comp_3
Tournament	35	21	4	d	c	comp_3
Tournament	35	22	1	c	c	comp_3
Tournament	35	22	2	c	c	comp_3
Tournament	35	22	3	c	c	comp_3
Tournament	35	22	4	c	c	comp_3
Tournament	35	22	5	c	c	comp_3
Tournament	35	22	6	c	c	comp_3
Tournament	35	22	7	c	c	comp_3
Tournament	35	22	8	d	c	comp_3
Tournament	35	22	9	d	d	comp_3
Tournament	35	23	1	c	c	comp_3
Tournament	35	23	2	c	c	comp_3
Tournament	35	23	3	c	c	comp_3
Tournament	35	23	4	c	d	comp_3
Tournament	35	23	5	d	d	comp_3
Tournament	35	23	6	d	d	comp_3
Tournament	35	23	7	d	d	comp_3
Tournament	35	23	8	d	d	comp_3
Tournament	35	23	9	d	d	comp_3
Tournament	35	23	10	d	d	comp_3
