treatment	id	game	period	choice	other_choice	session
Control	75	20	6	d	c	contr_2
Control	75	20	7	c	d	contr_2
Control	75	20	8	d	d	contr_2
Control	75	20	9	c	d	contr_2
Control	75	21	1	c	d	contr_2
Control	75	21	2	d	d	contr_2
Control	75	21	3	d	d	contr_2
Control	75	22	1	c	d	contr_2
Control	75	23	1	c	c	contr_2
Control	75	24	1	c	d	contr_2
Control	75	24	2	d	d	contr_2
Control	75	24	3	d	d	contr_2
Control	75	25	1	c	d	contr_2
Control	75	25	2	d	d	contr_2
Control	75	25	3	d	d	contr_2
Control	75	25	4	d	d	contr_2
Control	75	26	1	d	c	contr_2
Control	75	26	2	c	c	contr_2
Control	75	27	1	c	d	contr_2
Control	75	27	2	d	d	contr_2
Control	75	27	3	d	d	contr_2
Control	75	27	4	d	d	contr_2
Control	75	27	5	d	d	contr_2
Control	75	27	6	d	d	contr_2
Control	75	27	7	d	d	contr_2
Control	75	27	8	d	d	contr_2
Control	75	27	9	d	d	contr_2
Control	75	27	10	d	d	contr_2
Control	75	27	11	d	d	contr_2
Control	75	28	1	c	d	contr_2
Control	75	28	2	d	d	contr_2
Control	75	28	3	d	d	contr_2
Control	75	28	4	d	d	contr_2
Control	75	28	5	d	d	contr_2
Control	75	28	6	d	d	contr_2
Control	75	28	7	d	d	contr_2
Control	75	28	8	d	d	contr_2
Control	75	28	9	d	d	contr_2
Control	76	20	1	c	c	contr_2
Control	76	20	2	c	d	contr_2
Control	76	20	3	c	c	contr_2
Control	76	20	4	d	c	contr_2
Control	76	20	5	d	d	contr_2
Control	76	20	6	c	d	contr_2
Control	76	20	7	d	c	contr_2
Control	76	20	8	d	d	contr_2
Control	76	20	9	d	c	contr_2
Control	76	21	1	c	c	contr_2
Control	76	21	2	c	c	contr_2
Control	76	21	3	c	c	contr_2
Control	76	22	1	d	c	contr_2
Control	76	23	1	c	d	contr_2
Control	76	24	1	c	d	contr_2
Control	76	24	2	d	d	contr_2
Control	76	24	3	d	d	contr_2
Control	76	25	1	c	d	contr_2
Control	76	25	2	c	d	contr_2
Control	76	25	3	c	d	contr_2
Control	76	25	4	c	c	contr_2
Control	76	26	1	c	d	contr_2
Control	76	26	2	c	c	contr_2
Control	76	27	1	d	d	contr_2
Control	76	27	2	c	d	contr_2
Control	76	27	3	c	d	contr_2
Control	76	27	4	d	d	contr_2
Control	76	27	5	c	d	contr_2
Control	76	27	6	d	d	contr_2
Control	76	27	7	d	d	contr_2
Control	76	27	8	d	d	contr_2
Control	76	27	9	c	d	contr_2
Control	76	27	10	c	d	contr_2
Control	76	27	11	c	d	contr_2
Control	76	28	1	c	d	contr_2
Control	76	28	2	c	c	contr_2
Control	76	28	3	c	d	contr_2
Control	76	28	4	d	c	contr_2
Control	76	28	5	d	d	contr_2
Control	76	28	6	c	d	contr_2
Control	76	28	7	d	c	contr_2
Control	76	28	8	d	d	contr_2
Control	76	28	9	c	d	contr_2
Control	77	20	1	d	d	contr_2
Control	77	20	2	d	d	contr_2
Control	77	20	3	d	d	contr_2
Control	77	20	4	d	d	contr_2
Control	77	20	5	d	d	contr_2
Control	77	20	6	d	d	contr_2
Control	77	20	7	d	d	contr_2
Control	77	20	8	d	d	contr_2
Control	77	20	9	d	d	contr_2
Control	77	21	1	c	d	contr_2
Control	77	21	2	d	d	contr_2
Control	77	21	3	d	d	contr_2
Control	77	22	1	d	d	contr_2
Control	77	23	1	c	c	contr_2
Control	77	24	1	d	d	contr_2
Control	77	24	2	c	d	contr_2
Control	77	24	3	d	d	contr_2
Control	77	25	1	d	d	contr_2
Control	77	25	2	c	d	contr_2
Control	77	25	3	d	d	contr_2
Control	77	25	4	d	d	contr_2
Control	77	26	1	d	d	contr_2
Control	77	26	2	d	d	contr_2
Control	77	27	1	d	c	contr_2
Control	77	27	2	c	d	contr_2
Control	77	27	3	d	d	contr_2
Control	77	27	4	d	d	contr_2
Control	77	27	5	d	d	contr_2
Control	77	27	6	d	d	contr_2
Control	77	27	7	d	d	contr_2
Control	77	27	8	d	d	contr_2
Control	77	27	9	d	d	contr_2
Control	77	27	10	d	d	contr_2
Control	77	27	11	d	d	contr_2
Control	77	28	1	d	c	contr_2
Control	77	28	2	c	c	contr_2
Control	77	28	3	d	c	contr_2
Control	77	28	4	c	d	contr_2
Control	77	28	5	d	d	contr_2
Control	77	28	6	d	c	contr_2
Control	77	28	7	c	d	contr_2
Control	77	28	8	d	d	contr_2
Control	77	28	9	d	c	contr_2
Control	78	20	1	d	d	contr_2
Control	78	20	2	d	d	contr_2
Control	78	20	3	d	d	contr_2
Control	78	20	4	d	d	contr_2
Control	78	20	5	d	d	contr_2
Control	78	20	6	d	d	contr_2
Control	78	20	7	d	d	contr_2
Control	78	20	8	d	d	contr_2
Control	78	20	9	d	d	contr_2
Control	78	21	1	d	d	contr_2
Control	78	21	2	d	d	contr_2
Control	78	21	3	d	d	contr_2
Control	78	22	1	d	d	contr_2
Control	78	23	1	d	c	contr_2
Control	78	24	1	d	d	contr_2
Control	78	24	2	d	d	contr_2
Control	78	24	3	d	d	contr_2
Control	78	25	1	d	c	contr_2
Control	78	25	2	d	d	contr_2
Control	78	25	3	d	d	contr_2
Control	78	25	4	d	d	contr_2
Control	78	26	1	d	d	contr_2
Control	78	26	2	d	d	contr_2
Control	78	27	1	d	c	contr_2
Control	78	27	2	d	d	contr_2
Control	78	27	3	d	d	contr_2
Control	78	27	4	d	d	contr_2
Control	78	27	5	d	d	contr_2
Control	78	27	6	d	d	contr_2
Control	78	27	7	d	d	contr_2
Control	78	27	8	d	d	contr_2
Control	78	27	9	d	d	contr_2
Control	78	27	10	d	d	contr_2
Control	78	27	11	d	d	contr_2
Control	78	28	1	d	d	contr_2
Control	78	28	2	d	d	contr_2
Control	78	28	3	d	d	contr_2
Control	78	28	4	d	d	contr_2
Control	78	28	5	d	d	contr_2
Control	78	28	6	d	d	contr_2
Control	78	28	7	d	d	contr_2
Control	78	28	8	d	d	contr_2
Control	78	28	9	d	d	contr_2
Control	79	20	1	d	d	contr_3
Control	79	21	1	d	d	contr_3
Control	79	21	2	d	c	contr_3
Control	79	21	3	d	d	contr_3
Control	79	22	1	d	d	contr_3
Control	79	23	1	d	c	contr_3
Control	79	24	1	d	d	contr_3
Control	79	24	2	d	c	contr_3
Control	79	24	3	d	d	contr_3
Control	79	24	4	d	d	contr_3
Control	79	25	1	d	d	contr_3
Control	79	26	1	d	c	contr_3
Control	79	26	2	d	d	contr_3
Control	79	26	3	d	d	contr_3
Control	79	27	1	d	d	contr_3
Control	79	27	2	d	c	contr_3
Control	79	28	1	d	c	contr_3
Control	79	29	1	d	d	contr_3
Control	79	29	2	d	d	contr_3
Control	79	29	3	d	d	contr_3
Control	80	20	1	c	d	contr_3
Control	80	21	1	c	c	contr_3
Control	80	21	2	c	c	contr_3
Control	80	21	3	c	c	contr_3
Control	80	22	1	c	d	contr_3
Control	80	23	1	c	c	contr_3
Control	80	24	1	c	c	contr_3
Control	80	24	2	c	c	contr_3
Control	80	24	3	c	c	contr_3
Control	80	24	4	c	c	contr_3
Control	80	25	1	c	d	contr_3
Control	80	26	1	c	c	contr_3
Control	80	26	2	c	c	contr_3
Control	80	26	3	c	c	contr_3
Control	80	27	1	c	c	contr_3
Control	80	27	2	c	d	contr_3
Control	80	28	1	c	d	contr_3
Control	80	29	1	c	d	contr_3
Control	80	29	2	d	d	contr_3
Control	80	29	3	d	d	contr_3
Control	81	20	1	c	d	contr_3
Control	81	21	1	c	c	contr_3
Control	81	21	2	c	c	contr_3
Control	81	21	3	c	c	contr_3
Control	81	22	1	c	c	contr_3
Control	81	23	1	c	d	contr_3
Control	81	24	1	c	d	contr_3
Control	81	24	2	c	c	contr_3
Control	81	24	3	c	c	contr_3
Control	81	24	4	c	c	contr_3
Control	81	25	1	c	c	contr_3
Control	81	26	1	c	d	contr_3
Control	81	26	2	c	d	contr_3
Control	81	26	3	d	d	contr_3
Control	81	27	1	c	c	contr_3
Control	81	27	2	c	c	contr_3
Control	81	28	1	c	d	contr_3
Control	81	29	1	c	d	contr_3
Control	81	29	2	c	d	contr_3
Control	81	29	3	d	d	contr_3
Control	82	20	1	c	d	contr_3
Control	82	21	1	d	d	contr_3
Control	82	21	2	d	d	contr_3
Control	82	21	3	d	d	contr_3
Control	82	22	1	c	d	contr_3
Control	82	23	1	c	c	contr_3
Control	82	24	1	d	c	contr_3
Control	82	24	2	c	d	contr_3
Control	82	24	3	c	c	contr_3
Control	82	24	4	c	c	contr_3
Control	82	25	1	c	c	contr_3
Control	82	26	1	c	d	contr_3
Control	82	26	2	c	d	contr_3
Control	82	26	3	d	d	contr_3
Control	82	27	1	d	c	contr_3
Control	82	27	2	c	d	contr_3
Control	82	28	1	c	d	contr_3
Control	82	29	1	d	d	contr_3
Control	82	29	2	d	c	contr_3
Control	82	29	3	c	d	contr_3
Control	83	20	1	d	c	contr_3
Control	83	21	1	d	d	contr_3
Control	83	21	2	c	d	contr_3
Control	83	21	3	d	d	contr_3
Control	83	22	1	d	d	contr_3
Control	83	23	1	d	d	contr_3
Control	83	24	1	d	d	contr_3
Control	83	24	2	c	d	contr_3
Control	83	24	3	d	d	contr_3
Control	83	24	4	d	d	contr_3
Control	83	25	1	d	d	contr_3
Control	83	26	1	c	d	contr_3
Control	83	26	2	d	d	contr_3
Control	83	26	3	d	d	contr_3
Control	83	27	1	c	c	contr_3
Control	83	27	2	d	c	contr_3
Control	83	28	1	d	c	contr_3
Control	83	29	1	d	c	contr_3
Control	83	29	2	d	d	contr_3
Control	83	29	3	d	d	contr_3
Control	84	20	1	c	c	contr_3
Control	84	21	1	c	d	contr_3
Control	84	21	2	d	c	contr_3
Control	84	21	3	d	c	contr_3
Control	84	22	1	c	d	contr_3
Control	84	23	1	c	d	contr_3
Control	84	24	1	c	d	contr_3
Control	84	24	2	d	d	contr_3
Control	84	24	3	d	d	contr_3
Control	84	24	4	d	d	contr_3
Control	84	25	1	c	c	contr_3
Control	84	26	1	c	d	contr_3
Control	84	26	2	d	c	contr_3
Control	84	26	3	d	c	contr_3
Control	84	27	1	c	c	contr_3
Control	84	27	2	c	c	contr_3
Control	84	28	1	c	d	contr_3
Control	84	29	1	c	c	contr_3
Control	84	29	2	d	c	contr_3
Control	84	29	3	d	d	contr_3
Control	85	20	1	d	d	contr_3
Control	85	21	1	d	d	contr_3
Control	85	21	2	d	d	contr_3
Control	85	21	3	d	d	contr_3
Control	85	22	1	d	d	contr_3
Control	85	23	1	d	c	contr_3
Control	85	24	1	d	c	contr_3
Control	85	24	2	c	c	contr_3
Control	85	24	3	c	c	contr_3
Control	85	24	4	c	c	contr_3
Control	85	25	1	d	c	contr_3
Control	85	26	1	d	d	contr_3
Control	85	26	2	d	d	contr_3
Control	85	26	3	d	d	contr_3
Control	85	27	1	d	d	contr_3
Control	85	27	2	d	c	contr_3
Control	85	28	1	d	c	contr_3
Control	85	29	1	d	d	contr_3
Control	85	29	2	d	d	contr_3
Control	85	29	3	d	d	contr_3
Control	86	20	1	d	c	contr_3
Control	86	21	1	d	d	contr_3
Control	86	21	2	d	d	contr_3
Control	86	21	3	d	d	contr_3
Control	86	22	1	d	c	contr_3
Control	86	23	1	d	c	contr_3
Control	86	24	1	d	c	contr_3
Control	86	24	2	d	d	contr_3
Control	86	24	3	d	d	contr_3
Control	86	24	4	d	d	contr_3
Control	86	25	1	d	d	contr_3
Control	86	26	1	d	d	contr_3
Control	86	26	2	d	d	contr_3
Control	86	26	3	d	d	contr_3
Control	86	27	1	d	d	contr_3
Control	86	27	2	d	d	contr_3
Control	86	28	1	d	d	contr_3
Control	86	29	1	d	d	contr_3
Control	86	29	2	d	d	contr_3
Control	86	29	3	d	d	contr_3
Control	87	20	1	c	c	contr_3
Control	87	21	1	c	c	contr_3
Control	87	21	2	c	c	contr_3
Control	87	21	3	c	c	contr_3
Control	87	22	1	c	c	contr_3
Control	87	23	1	c	d	contr_3
Control	87	24	1	d	d	contr_3
Control	87	24	2	d	d	contr_3
Control	87	24	3	d	c	contr_3
Control	87	24	4	d	d	contr_3
Control	87	25	1	c	c	contr_3
Control	87	26	1	c	d	contr_3
Control	87	26	2	d	c	contr_3
Control	87	26	3	c	c	contr_3
Control	87	27	1	c	d	contr_3
Control	87	27	2	d	c	contr_3
Control	87	28	1	c	d	contr_3
Control	87	29	1	c	c	contr_3
Control	87	29	2	c	d	contr_3
Control	87	29	3	d	d	contr_3
Control	88	20	1	c	d	contr_3
Control	88	21	1	c	c	contr_3
Control	88	21	2	c	c	contr_3
Control	88	21	3	c	c	contr_3
Control	88	22	1	d	d	contr_3
Control	88	23	1	d	c	contr_3
Control	88	24	1	d	d	contr_3
Control	88	24	2	d	d	contr_3
Control	88	24	3	d	d	contr_3
Control	88	24	4	d	c	contr_3
Control	88	25	1	d	d	contr_3
Control	88	26	1	d	c	contr_3
Control	88	26	2	d	c	contr_3
Control	88	26	3	d	d	contr_3
Control	88	27	1	d	d	contr_3
Control	88	27	2	d	d	contr_3
Control	88	28	1	d	c	contr_3
Control	88	29	1	d	c	contr_3
Control	88	29	2	d	c	contr_3
Control	88	29	3	d	d	contr_3
Control	89	20	1	d	d	contr_3
Control	89	21	1	d	d	contr_3
Control	89	21	2	d	c	contr_3
Control	89	21	3	d	d	contr_3
Control	89	22	1	d	d	contr_3
Control	89	23	1	d	d	contr_3
Control	89	24	1	d	c	contr_3
Control	89	24	2	d	d	contr_3
Control	89	24	3	d	d	contr_3
Control	89	24	4	d	d	contr_3
Control	89	25	1	d	c	contr_3
Control	89	26	1	d	c	contr_3
Control	89	26	2	d	c	contr_3
Control	89	26	3	d	d	contr_3
Control	89	27	1	d	d	contr_3
Control	89	27	2	d	d	contr_3
Control	89	28	1	d	c	contr_3
Control	89	29	1	d	c	contr_3
Control	89	29	2	d	d	contr_3
Control	89	29	3	d	d	contr_3
Control	90	20	1	d	c	contr_3
Control	90	21	1	d	c	contr_3
Control	90	21	2	c	d	contr_3
Control	90	21	3	c	c	contr_3
Control	90	22	1	d	c	contr_3
Control	90	23	1	d	c	contr_3
Control	90	24	1	d	d	contr_3
Control	90	24	2	d	d	contr_3
Control	90	24	3	d	d	contr_3
Control	90	24	4	c	d	contr_3
Control	90	25	1	d	d	contr_3
Control	90	26	1	d	d	contr_3
Control	90	26	2	d	d	contr_3
Control	90	26	3	d	d	contr_3
Control	90	27	1	d	d	contr_3
Control	90	27	2	c	d	contr_3
Control	90	28	1	d	d	contr_3
Control	90	29	1	d	d	contr_3
Control	90	29	2	d	d	contr_3
Control	90	29	3	d	d	contr_3
Control	91	20	1	d	d	contr_3
Control	91	21	1	d	d	contr_3
Control	91	21	2	c	d	contr_3
Control	91	21	3	d	d	contr_3
Control	91	22	1	d	c	contr_3
Control	91	23	1	d	c	contr_3
Control	91	24	1	d	d	contr_3
Control	91	24	2	d	d	contr_3
Control	91	24	3	c	d	contr_3
Control	91	24	4	d	d	contr_3
Control	91	25	1	d	d	contr_3
Control	91	26	1	d	c	contr_3
Control	91	26	2	c	d	contr_3
Control	91	26	3	c	d	contr_3
Control	91	27	1	d	d	contr_3
Control	91	27	2	c	d	contr_3
Control	91	28	1	d	c	contr_3
Control	91	29	1	d	d	contr_3
Control	91	29	2	c	d	contr_3
Control	91	29	3	d	c	contr_3
Control	92	20	1	c	d	contr_3
Control	92	21	1	c	d	contr_3
Control	92	21	2	d	c	contr_3
Control	92	21	3	c	c	contr_3
Control	92	22	1	c	d	contr_3
Control	92	23	1	c	d	contr_3
Control	92	24	1	c	c	contr_3
Control	92	24	2	c	c	contr_3
Control	92	24	3	c	c	contr_3
Control	92	24	4	c	c	contr_3
Control	92	25	1	c	d	contr_3
Control	92	26	1	c	c	contr_3
Control	92	26	2	c	c	contr_3
Control	92	26	3	c	c	contr_3
Control	92	27	1	c	d	contr_3
Control	92	27	2	d	c	contr_3
Control	92	28	1	c	d	contr_3
Control	92	29	1	c	d	contr_3
Control	92	29	2	d	d	contr_3
Control	92	29	3	d	d	contr_3
Control	93	20	1	d	c	contr_3
Control	93	21	1	d	c	contr_3
Control	93	21	2	c	d	contr_3
Control	93	21	3	c	d	contr_3
Control	93	22	1	d	c	contr_3
Control	93	23	1	c	d	contr_3
Control	93	24	1	c	d	contr_3
Control	93	24	2	d	d	contr_3
Control	93	24	3	d	d	contr_3
Control	93	24	4	d	d	contr_3
Control	93	25	1	d	c	contr_3
Control	93	26	1	d	d	contr_3
Control	93	26	2	d	d	contr_3
Control	93	26	3	d	d	contr_3
Control	93	27	1	d	d	contr_3
Control	93	27	2	d	d	contr_3
Control	93	28	1	d	c	contr_3
Control	93	29	1	d	d	contr_3
Control	93	29	2	d	d	contr_3
Control	93	29	3	d	d	contr_3
Control	94	20	1	d	c	contr_3
Control	94	21	1	d	d	contr_3
Control	94	21	2	d	d	contr_3
Control	94	21	3	d	d	contr_3
Control	94	22	1	d	d	contr_3
Control	94	23	1	c	d	contr_3
Control	94	24	1	c	d	contr_3
Control	94	24	2	d	c	contr_3
Control	94	24	3	c	c	contr_3
Control	94	24	4	c	c	contr_3
Control	94	25	1	c	d	contr_3
Control	94	26	1	d	c	contr_3
Control	94	26	2	c	d	contr_3
Control	94	26	3	c	c	contr_3
Control	94	27	1	d	c	contr_3
Control	94	27	2	c	d	contr_3
Control	94	28	1	c	d	contr_3
Control	94	29	1	d	d	contr_3
Control	94	29	2	d	d	contr_3
Control	94	29	3	d	d	contr_3
Tournament	1	20	1	c	d	comp_1
Tournament	1	21	1	d	c	comp_1
Tournament	1	22	1	d	d	comp_1
Tournament	1	23	1	d	d	comp_1
Tournament	1	23	2	d	d	comp_1
Tournament	1	23	3	d	d	comp_1
Tournament	1	23	4	d	d	comp_1
Tournament	1	23	5	d	d	comp_1
Tournament	1	23	6	d	d	comp_1
Tournament	1	23	7	d	d	comp_1
Tournament	1	23	8	d	d	comp_1
Tournament	1	24	1	d	c	comp_1
Tournament	1	24	2	d	d	comp_1
Tournament	1	24	3	d	d	comp_1
Tournament	1	24	4	d	d	comp_1
Tournament	1	24	5	d	d	comp_1
Tournament	1	24	6	d	d	comp_1
Tournament	1	25	1	d	c	comp_1
Tournament	1	26	1	d	c	comp_1
Tournament	1	26	2	d	c	comp_1
Tournament	1	26	3	d	d	comp_1
Tournament	1	26	4	d	d	comp_1
Tournament	1	27	1	d	d	comp_1
Tournament	1	28	1	d	d	comp_1
Tournament	1	28	2	d	d	comp_1
Tournament	1	28	3	d	c	comp_1
Tournament	1	28	4	d	c	comp_1
Tournament	1	28	5	c	d	comp_1
Tournament	1	28	6	d	d	comp_1
Tournament	1	29	1	c	c	comp_1
Tournament	2	20	1	c	c	comp_1
Tournament	2	21	1	c	d	comp_1
Tournament	2	22	1	c	d	comp_1
Tournament	2	23	1	c	d	comp_1
Tournament	2	23	2	d	c	comp_1
Tournament	2	23	3	c	d	comp_1
Tournament	2	23	4	d	c	comp_1
Tournament	2	23	5	c	d	comp_1
Tournament	2	23	6	d	c	comp_1
Tournament	2	23	7	c	d	comp_1
Tournament	2	23	8	d	c	comp_1
Tournament	2	24	1	c	c	comp_1
Tournament	2	24	2	c	c	comp_1
Tournament	2	24	3	c	c	comp_1
Tournament	2	24	4	c	d	comp_1
Tournament	2	24	5	d	d	comp_1
Tournament	2	24	6	d	c	comp_1
Tournament	2	25	1	c	d	comp_1
Tournament	2	26	1	c	c	comp_1
Tournament	2	26	2	c	c	comp_1
Tournament	2	26	3	c	d	comp_1
Tournament	2	26	4	d	d	comp_1
Tournament	2	27	1	c	c	comp_1
Tournament	2	28	1	c	d	comp_1
Tournament	2	28	2	d	d	comp_1
Tournament	2	28	3	d	d	comp_1
Tournament	2	28	4	d	d	comp_1
Tournament	2	28	5	d	c	comp_1
Tournament	2	28	6	c	d	comp_1
Tournament	2	29	1	c	c	comp_1
Tournament	3	20	1	d	c	comp_1
Tournament	3	21	1	d	c	comp_1
Tournament	3	22	1	d	c	comp_1
Tournament	3	23	1	d	d	comp_1
Tournament	3	23	2	d	d	comp_1
Tournament	3	23	3	c	d	comp_1
Tournament	3	23	4	c	c	comp_1
Tournament	3	23	5	c	d	comp_1
Tournament	3	23	6	d	d	comp_1
Tournament	3	23	7	d	c	comp_1
Tournament	3	23	8	d	d	comp_1
Tournament	3	24	1	d	c	comp_1
Tournament	3	24	2	c	c	comp_1
Tournament	3	24	3	d	c	comp_1
Tournament	3	24	4	c	d	comp_1
Tournament	3	24	5	d	c	comp_1
Tournament	3	24	6	d	c	comp_1
Tournament	3	25	1	c	c	comp_1
Tournament	3	26	1	c	d	comp_1
Tournament	3	26	2	c	d	comp_1
Tournament	3	26	3	d	d	comp_1
Tournament	3	26	4	d	d	comp_1
Tournament	3	27	1	d	c	comp_1
Tournament	3	28	1	d	d	comp_1
Tournament	3	28	2	d	d	comp_1
Tournament	3	28	3	c	d	comp_1
Tournament	3	28	4	c	d	comp_1
Tournament	3	28	5	d	c	comp_1
Tournament	3	28	6	d	d	comp_1
Tournament	3	29	1	c	c	comp_1
Tournament	4	20	1	c	d	comp_1
Tournament	4	21	1	c	d	comp_1
Tournament	4	22	1	d	c	comp_1
Tournament	4	23	1	d	d	comp_1
Tournament	4	23	2	d	d	comp_1
Tournament	4	23	3	d	d	comp_1
Tournament	4	23	4	d	d	comp_1
Tournament	4	23	5	d	d	comp_1
Tournament	4	23	6	d	d	comp_1
Tournament	4	23	7	d	d	comp_1
Tournament	4	23	8	d	d	comp_1
Tournament	4	24	1	c	d	comp_1
Tournament	4	24	2	c	c	comp_1
Tournament	4	24	3	c	d	comp_1
Tournament	4	24	4	d	c	comp_1
Tournament	4	24	5	c	d	comp_1
Tournament	4	24	6	c	d	comp_1
Tournament	4	25	1	c	c	comp_1
Tournament	4	26	1	c	c	comp_1
Tournament	4	26	2	c	c	comp_1
Tournament	4	26	3	d	c	comp_1
Tournament	4	26	4	d	d	comp_1
Tournament	4	27	1	d	d	comp_1
Tournament	4	28	1	d	c	comp_1
Tournament	4	28	2	c	d	comp_1
Tournament	4	28	3	c	c	comp_1
Tournament	4	28	4	d	c	comp_1
Tournament	4	28	5	d	d	comp_1
Tournament	4	28	6	d	d	comp_1
Tournament	4	29	1	c	d	comp_1
Tournament	5	20	1	c	c	comp_1
Tournament	5	21	1	c	c	comp_1
Tournament	5	22	1	c	d	comp_1
Tournament	5	23	1	c	d	comp_1
Tournament	5	23	2	d	d	comp_1
Tournament	5	23	3	d	d	comp_1
Tournament	5	23	4	d	d	comp_1
Tournament	5	23	5	d	d	comp_1
Tournament	5	23	6	d	d	comp_1
Tournament	5	23	7	d	d	comp_1
Tournament	5	23	8	d	d	comp_1
Tournament	5	24	1	c	d	comp_1
Tournament	5	24	2	d	d	comp_1
Tournament	5	24	3	d	d	comp_1
Tournament	5	24	4	d	d	comp_1
Tournament	5	24	5	d	d	comp_1
Tournament	5	24	6	d	d	comp_1
Tournament	5	25	1	c	d	comp_1
Tournament	5	26	1	c	c	comp_1
Tournament	5	26	2	c	c	comp_1
Tournament	5	26	3	c	d	comp_1
Tournament	5	26	4	d	d	comp_1
Tournament	5	27	1	c	c	comp_1
Tournament	5	28	1	c	d	comp_1
Tournament	5	28	2	d	c	comp_1
Tournament	5	28	3	d	c	comp_1
Tournament	5	28	4	d	d	comp_1
Tournament	5	28	5	d	d	comp_1
Tournament	5	28	6	d	d	comp_1
Tournament	5	29	1	c	d	comp_1
Tournament	6	20	1	c	d	comp_1
Tournament	6	21	1	c	d	comp_1
Tournament	6	22	1	d	d	comp_1
Tournament	6	23	1	d	c	comp_1
Tournament	6	23	2	d	d	comp_1
Tournament	6	23	3	d	d	comp_1
Tournament	6	23	4	d	d	comp_1
Tournament	6	23	5	d	d	comp_1
Tournament	6	23	6	d	d	comp_1
Tournament	6	23	7	d	d	comp_1
Tournament	6	23	8	d	d	comp_1
Tournament	6	24	1	d	d	comp_1
Tournament	6	24	2	d	d	comp_1
Tournament	6	24	3	d	d	comp_1
Tournament	6	24	4	d	d	comp_1
Tournament	6	24	5	d	d	comp_1
Tournament	6	24	6	d	d	comp_1
Tournament	6	25	1	c	c	comp_1
Tournament	6	26	1	d	d	comp_1
Tournament	6	26	2	d	c	comp_1
Tournament	6	26	3	d	d	comp_1
Tournament	6	26	4	d	d	comp_1
Tournament	6	27	1	d	d	comp_1
Tournament	6	28	1	d	c	comp_1
Tournament	6	28	2	d	d	comp_1
Tournament	6	28	3	d	d	comp_1
Tournament	6	28	4	d	d	comp_1
Tournament	6	28	5	c	d	comp_1
Tournament	6	28	6	d	c	comp_1
Tournament	6	29	1	d	c	comp_1
Tournament	7	20	1	d	c	comp_1
Tournament	7	21	1	d	c	comp_1
Tournament	7	22	1	d	d	comp_1
Tournament	7	23	1	c	c	comp_1
Tournament	7	23	2	c	c	comp_1
Tournament	7	23	3	c	c	comp_1
Tournament	7	23	4	c	c	comp_1
Tournament	7	23	5	c	d	comp_1
Tournament	7	23	6	c	c	comp_1
Tournament	7	23	7	d	c	comp_1
Tournament	7	23	8	d	c	comp_1
Tournament	7	24	1	c	c	comp_1
Tournament	7	24	2	c	c	comp_1
Tournament	7	24	3	c	c	comp_1
Tournament	7	24	4	d	c	comp_1
Tournament	7	24	5	d	d	comp_1
Tournament	7	24	6	c	d	comp_1
Tournament	7	25	1	c	c	comp_1
Tournament	7	26	1	c	c	comp_1
Tournament	7	26	2	c	c	comp_1
Tournament	7	26	3	c	c	comp_1
Tournament	7	26	4	c	c	comp_1
Tournament	7	27	1	c	c	comp_1
Tournament	7	28	1	c	d	comp_1
Tournament	7	28	2	c	c	comp_1
Tournament	7	28	3	c	d	comp_1
Tournament	7	28	4	c	d	comp_1
Tournament	7	28	5	d	d	comp_1
Tournament	7	28	6	d	c	comp_1
Tournament	7	29	1	d	c	comp_1
Tournament	8	20	1	c	c	comp_1
Tournament	8	21	1	c	d	comp_1
Tournament	8	22	1	d	d	comp_1
Tournament	8	23	1	d	c	comp_1
Tournament	8	23	2	d	d	comp_1
Tournament	8	23	3	d	d	comp_1
Tournament	8	23	4	d	d	comp_1
Tournament	8	23	5	d	d	comp_1
Tournament	8	23	6	d	d	comp_1
Tournament	8	23	7	d	d	comp_1
Tournament	8	23	8	d	d	comp_1
Tournament	8	24	1	c	d	comp_1
Tournament	8	24	2	d	c	comp_1
Tournament	8	24	3	d	c	comp_1
Tournament	8	24	4	d	d	comp_1
Tournament	8	24	5	d	d	comp_1
Tournament	8	24	6	d	d	comp_1
Tournament	8	25	1	c	c	comp_1
Tournament	8	26	1	c	c	comp_1
Tournament	8	26	2	c	c	comp_1
Tournament	8	26	3	c	c	comp_1
Tournament	8	26	4	c	c	comp_1
Tournament	8	27	1	c	c	comp_1
Tournament	8	28	1	c	d	comp_1
Tournament	8	28	2	d	c	comp_1
Tournament	8	28	3	c	c	comp_1
Tournament	8	28	4	c	c	comp_1
Tournament	8	28	5	c	c	comp_1
Tournament	8	28	6	d	c	comp_1
Tournament	8	29	1	c	d	comp_1
Tournament	9	20	1	c	c	comp_1
Tournament	9	21	1	d	c	comp_1
Tournament	9	22	1	c	d	comp_1
Tournament	9	23	1	d	c	comp_1
Tournament	9	23	2	c	d	comp_1
Tournament	9	23	3	d	c	comp_1
Tournament	9	23	4	c	d	comp_1
Tournament	9	23	5	d	c	comp_1
Tournament	9	23	6	c	d	comp_1
Tournament	9	23	7	d	c	comp_1
Tournament	9	23	8	c	d	comp_1
Tournament	9	24	1	c	d	comp_1
Tournament	9	24	2	d	c	comp_1
Tournament	9	24	3	c	d	comp_1
Tournament	9	24	4	d	c	comp_1
Tournament	9	24	5	c	d	comp_1
Tournament	9	24	6	d	c	comp_1
Tournament	9	25	1	c	c	comp_1
Tournament	9	26	1	c	c	comp_1
Tournament	9	26	2	c	c	comp_1
